,고객ID,가입날짜,거래날짜,거래ID,제품카테고리,제품카테고리수,구매제품수,구매원가,할인가,쿠폰사용여부,배송료,총결제금액
30,USER_0001,2018-03-13,2019-03-24,Transaction_5273,['Apparel'],1,1,70.79,70.79,0,6.5,77.29
31,USER_0001,2018-03-13,2019-03-24,Transaction_5274,"['Apparel', 'Apparel', 'Bags', 'Google', 'Office', 'Office']",6,10,88.27,82.94,1,6.5,89.44
32,USER_0002,2016-09-13,2019-06-22,Transaction_11033,"['Drinkware', 'Office']",2,40,476.38,387.91999999999996,1,6.0,393.91999999999996
33,USER_0002,2016-09-13,2019-06-22,Transaction_11034,"['Bags', 'Drinkware', 'Office', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Office', 'Office', 'Office']",11,20,95.02,77.84,1,6.0,83.84
34,USER_0002,2016-09-13,2019-06-22,Transaction_11035,"['Apparel', 'Apparel', 'Nest-USA']",3,4,286.88,286.88,0,6.0,292.88
35,USER_0002,2016-09-13,2019-06-22,Transaction_11036,['Apparel'],1,1,23.59,23.59,0,6.0,29.59
36,USER_0002,2016-09-13,2019-10-19,Transaction_19256,['Apparel'],1,1,10.02,10.02,0,12.99,23.009999999999998
37,USER_0002,2016-09-13,2019-10-19,Transaction_19257,"['Bags', 'Drinkware']",2,125,465.8,419.22,1,32.08,451.3
38,USER_0002,2016-09-13,2019-10-19,Transaction_19258,"['Office', 'Office']",2,15,27.34,26.25,1,6.0,32.25
39,USER_0002,2016-09-13,2019-10-19,Transaction_19259,['Nest-USA'],1,3,260.7,260.7,0,6.0,266.7
40,USER_0003,2017-11-28,2019-12-14,Transaction_23701,['Nest-USA'],1,1,167.07,167.07,0,6.5,173.57
41,USER_0003,2017-11-28,2019-12-14,Transaction_23702,['Nest-Canada'],1,1,167.07,116.95,1,8.7,125.65
42,USER_0003,2017-11-28,2019-12-14,Transaction_23703,"['Apparel', 'Apparel']",2,2,60.59,45.58,1,6.5,52.08
43,USER_0003,2017-11-28,2019-12-14,Transaction_23704,['Nest-Canada'],1,1,167.07,167.07,0,8.7,175.76999999999998
44,USER_0003,2017-11-28,2019-12-14,Transaction_23705,"['Headgear', 'Apparel']",2,4,48.84,43.7,1,6.5,50.2
45,USER_0003,2017-11-28,2019-12-14,Transaction_23706,"['Apparel', 'Apparel', 'Apparel']",3,4,84.63,84.63,0,6.5,91.13
46,USER_0003,2017-11-28,2019-12-14,Transaction_23707,['Nest-USA'],1,1,167.07,167.07,0,6.5,173.57
47,USER_0003,2017-11-28,2019-12-14,Transaction_23708,['Nest-USA'],1,1,167.07,116.95,1,6.5,123.45
48,USER_0003,2017-11-28,2019-12-14,Transaction_23709,"['Headgear', 'Apparel']",2,3,45.019999999999996,36.650000000000006,1,6.5,43.150000000000006
49,USER_0003,2017-11-28,2019-12-14,Transaction_23710,['Nest-USA'],1,1,133.43,93.4,1,6.5,99.9
50,USER_0003,2017-11-28,2019-12-14,Transaction_23711,"['Nest-USA', 'Nest-USA']",2,2,300.5,300.5,0,12.99,313.49
51,USER_0004,2017-04-18,2019-09-15,Transaction_16887,['Apparel'],1,1,14.03,9.82,1,6.0,15.82
52,USER_0004,2017-04-18,2019-09-15,Transaction_16888,['Drinkware'],1,1,12.26,12.26,0,6.5,18.759999999999998
53,USER_0004,2017-04-18,2019-09-15,Transaction_16889,"['Apparel', 'Nest']",2,2,241.98999999999998,179.29999999999998,1,6.0,185.29999999999998
54,USER_0004,2017-04-18,2019-09-15,Transaction_16890,['Nest-USA'],1,2,261.8,261.8,0,12.99,274.79
55,USER_0004,2017-04-18,2019-09-15,Transaction_16891,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
56,USER_0004,2017-04-18,2019-09-15,Transaction_16892,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",6,6,62.85,62.85,0,6.0,68.85
57,USER_0004,2017-04-18,2019-09-15,Transaction_16893,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
58,USER_0004,2017-04-18,2019-09-15,Transaction_16894,"['Bags', 'Office', 'Office', 'Office', 'Office', 'Office', 'Office', 'Office']",8,22,57.4,47.74,1,6.0,53.74
59,USER_0004,2017-04-18,2019-09-15,Transaction_16895,['Nest-USA'],1,1,163.9,114.73,1,6.0,120.73
60,USER_0004,2017-04-18,2019-09-15,Transaction_16896,"['Apparel', 'Apparel', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle']",6,10,96.69,80.28,1,6.0,86.28
61,USER_0004,2017-04-18,2019-09-15,Transaction_16897,['Nest'],1,1,208.95,146.26,1,6.0,152.26
62,USER_0004,2017-04-18,2019-09-15,Transaction_16898,['Apparel'],1,1,26.9,26.9,0,6.0,32.9
63,USER_0004,2017-04-18,2019-09-15,Transaction_16899,"['Drinkware', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Drinkware']",6,7,152.66,133.19,1,75.0,208.19
64,USER_0005,2016-07-05,2019-08-23,Transaction_15360,['Headgear'],1,1,13.95,11.16,1,6.0,17.16
65,USER_0005,2016-07-05,2019-08-23,Transaction_15361,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
66,USER_0005,2016-07-05,2019-08-23,Transaction_15362,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",14,84,518.62,512.96,1,6.0,518.96
67,USER_0006,2018-01-30,2019-06-25,Transaction_11138,['Office'],1,1,3.29,2.3,1,6.0,8.3
68,USER_0006,2018-01-30,2019-06-25,Transaction_11139,['Apparel'],1,1,14.53,14.53,0,12.99,27.52
69,USER_0006,2018-01-30,2019-06-25,Transaction_11140,"['Lifestyle', 'Lifestyle', 'Lifestyle']",3,30,99.12,99.12,0,6.5,105.62
70,USER_0006,2018-01-30,2019-06-25,Transaction_11141,['Nest-USA'],1,2,261.8,183.26,1,6.0,189.26
71,USER_0006,2018-01-30,2019-06-25,Transaction_11142,"['Nest-USA', 'Nest-USA']",2,2,327.8,327.8,0,6.0,333.8
72,USER_0006,2018-01-30,2019-05-26,Transaction_9291,"['Google', 'Drinkware']",2,2,45.58,45.58,1,6.0,51.58
73,USER_0006,2018-01-30,2019-05-26,Transaction_9292,"['Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle']",4,90,297.36,284.14,1,12.48,296.62
74,USER_0006,2018-01-30,2019-05-26,Transaction_9293,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
75,USER_0006,2018-01-30,2019-05-26,Transaction_9294,['Drinkware'],1,1,17.92,17.92,0,6.0,23.92
76,USER_0006,2018-01-30,2019-05-26,Transaction_9295,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
77,USER_0006,2018-01-30,2019-05-26,Transaction_9296,"['Apparel', 'Apparel', 'Apparel', 'Apparel']",4,4,80.19999999999999,70.57,1,6.0,76.57
78,USER_0006,2018-01-30,2019-05-26,Transaction_9297,"['Nest-USA', 'Nest-USA']",2,2,261.8,261.8,0,6.0,267.8
79,USER_0006,2018-01-30,2019-05-26,Transaction_9298,"['Nest-USA', 'Nest-USA']",2,3,425.70000000000005,373.34000000000003,1,6.0,379.34000000000003
80,USER_0006,2018-01-30,2019-05-26,Transaction_9299,"['Drinkware', 'Office', 'Office', 'Office']",4,104,452.15,452.15,0,6.0,458.15
81,USER_0006,2018-01-30,2019-05-26,Transaction_9300,['Apparel'],1,1,18.87,15.1,1,6.0,21.1
82,USER_0006,2018-01-30,2019-05-26,Transaction_9301,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
83,USER_0006,2018-01-30,2019-05-26,Transaction_9302,"['Apparel', 'Apparel', 'Apparel']",3,3,132.21,119.92,1,6.0,125.92
84,USER_0006,2018-01-30,2019-05-26,Transaction_9303,['Nest-Canada'],1,1,218.9,218.9,0,8.7,227.6
85,USER_0006,2018-01-30,2019-05-26,Transaction_9304,['Nest-Canada'],1,1,163.9,163.9,0,8.7,172.6
86,USER_0006,2018-01-30,2019-05-26,Transaction_9305,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
87,USER_0006,2018-01-30,2019-05-26,Transaction_9306,"['Apparel', 'Apparel', 'Office', 'Lifestyle']",4,4,43.15,39.66,1,6.0,45.66
88,USER_0006,2018-01-30,2019-05-26,Transaction_9307,"['Apparel', 'Apparel']",2,2,54.72,54.72,0,6.0,60.72
89,USER_0006,2018-01-30,2019-05-26,Transaction_9308,['Nest-Canada'],1,1,163.9,163.9,0,8.7,172.6
90,USER_0006,2018-01-30,2019-05-26,Transaction_9309,"['Apparel', 'Apparel', 'Lifestyle', 'Office']",4,5,43.72,38.55,1,6.0,44.55
91,USER_0006,2018-01-30,2019-05-26,Transaction_9310,"['Bags', 'Bags', 'Office', 'Drinkware', 'Office', 'Office', 'Office', 'Lifestyle']",8,37,91.99,89.75,1,6.0,95.75
92,USER_0006,2018-01-30,2019-05-26,Transaction_9311,['Bags'],1,1,66.07,66.07,0,6.0,72.07
93,USER_0006,2018-01-30,2019-05-26,Transaction_9312,"['Office', 'Nest-USA']",2,2,234.29000000000002,234.29000000000002,0,26.43,260.72
94,USER_0006,2018-01-30,2019-05-26,Transaction_9313,['Nest-USA'],1,1,130.9,104.72,1,6.0,110.72
95,USER_0006,2018-01-30,2019-05-26,Transaction_9314,"['Apparel', 'Apparel']",2,2,43.64,43.64,0,6.0,49.64
96,USER_0006,2018-01-30,2019-05-26,Transaction_9315,['Apparel'],1,1,35.86,35.86,0,6.0,41.86
97,USER_0006,2018-01-30,2019-05-26,Transaction_9316,"['Lifestyle', 'Lifestyle', 'Lifestyle', 'Office', 'Office', 'Office', 'Lifestyle']",7,153,602.99,566.6899999999999,1,6.0,572.6899999999999
98,USER_0006,2018-01-30,2019-05-26,Transaction_9317,"['Office', 'Office']",2,10,27.4,25.21,1,12.99,38.2
99,USER_0006,2018-01-30,2019-05-26,Transaction_9318,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
100,USER_0006,2018-01-30,2019-05-26,Transaction_9319,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
101,USER_0006,2018-01-30,2019-05-26,Transaction_9320,"['Drinkware', 'Office', 'Notebooks & Journals']",3,3,41.47,37.32,1,6.0,43.32
102,USER_0006,2018-01-30,2019-05-26,Transaction_9321,"['Nest-USA', 'Nest-USA']",2,4,523.6,523.6,0,6.0,529.6
103,USER_0006,2018-01-30,2019-05-26,Transaction_9322,['Nest-USA'],1,2,173.8,139.04,1,6.0,145.04
104,USER_0006,2018-01-30,2019-05-26,Transaction_9323,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
105,USER_0006,2018-01-30,2019-05-26,Transaction_9324,"['Office', 'Notebooks & Journals']",2,120,925.2900000000001,925.2900000000001,0,27.32,952.6100000000001
106,USER_0006,2018-01-30,2019-05-26,Transaction_9325,['Apparel'],1,1,12.54,10.03,1,6.0,16.03
107,USER_0006,2018-01-30,2019-05-26,Transaction_9326,"['Apparel', 'Bottles', 'Office']",3,3,22.94,22.94,0,6.0,28.94
108,USER_0006,2018-01-30,2019-05-26,Transaction_9327,['Nest-USA'],1,3,392.7,392.7,0,12.99,405.69
109,USER_0006,2018-01-30,2019-05-26,Transaction_9328,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
110,USER_0006,2018-01-30,2019-05-26,Transaction_9329,"['Office', 'Apparel']",2,2,22.8,22.8,0,6.0,28.8
111,USER_0007,2017-11-21,2019-12-07,Transaction_22972,"['Apparel', 'Office']",2,10,74.5,74.5,0,12.48,86.98
112,USER_0007,2017-11-21,2019-12-07,Transaction_22973,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Office', 'Office', 'Office', 'Nest-USA', 'Nest-USA']",9,9,276.71,248.7,1,6.5,255.2
113,USER_0007,2017-11-21,2019-12-07,Transaction_22974,['Apparel'],1,1,21.16,21.16,0,6.5,27.66
114,USER_0007,2017-11-21,2019-12-07,Transaction_22975,['Apparel'],1,1,21.16,14.81,1,6.5,21.310000000000002
115,USER_0007,2017-11-21,2019-12-07,Transaction_22976,['Nest-USA'],1,1,133.43,133.43,0,6.5,139.93
116,USER_0008,2017-09-12,2019-07-05,Transaction_11720,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
117,USER_0008,2017-09-12,2019-07-05,Transaction_11721,"['Nest-USA', 'Nest-USA']",2,4,424.6,408.21,1,6.0,414.21
118,USER_0008,2017-09-12,2019-07-05,Transaction_11722,"['Bags', 'Lifestyle', 'Office']",3,18,79.68,74.53999999999999,1,26.43,100.97
119,USER_0008,2017-09-12,2019-07-05,Transaction_11723,['Apparel'],1,1,12.54,12.54,0,6.0,18.54
120,USER_0008,2017-09-12,2019-07-05,Transaction_11724,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
121,USER_0008,2017-09-12,2019-07-05,Transaction_11725,['Bags'],1,1,18.87,18.87,0,6.0,24.87
122,USER_0008,2017-09-12,2019-07-05,Transaction_11726,['Office'],1,1,70.39,70.39,0,6.0,76.39
123,USER_0008,2017-09-12,2019-07-05,Transaction_11727,"['Apparel', 'Drinkware', 'Office', 'Office']",4,5,41.31,40.87,1,6.0,46.87
124,USER_0008,2017-09-12,2019-07-05,Transaction_11728,"['Nest-USA', 'Nest-USA', 'Nest-USA']",3,7,784.3,758.12,1,6.0,764.12
125,USER_0008,2017-09-12,2019-07-05,Transaction_11729,['Nest-USA'],1,2,327.8,327.8,0,6.0,333.8
126,USER_0008,2017-09-12,2019-07-05,Transaction_11730,"['Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Office']",5,295,1005.4300000000001,1005.4300000000001,0,30.59,1036.02
127,USER_0008,2017-09-12,2019-07-05,Transaction_11731,"['Apparel', 'Apparel', 'Apparel']",3,3,49.34,47.26,1,6.0,53.26
128,USER_0008,2017-09-12,2019-07-05,Transaction_11732,"['Nest-USA', 'Nest-USA']",2,4,523.6,523.6,0,6.0,529.6
129,USER_0008,2017-09-12,2019-07-05,Transaction_11733,"['Apparel', 'Apparel']",2,2,33.84,32.269999999999996,1,6.0,38.269999999999996
130,USER_0008,2017-09-12,2019-07-05,Transaction_11734,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",9,9,139.59,134.66,1,6.5,141.16
131,USER_0008,2017-09-12,2019-07-05,Transaction_11735,"['Apparel', 'Office', 'Office', 'Office']",4,10,27.409999999999997,26.97,1,19.99,46.959999999999994
132,USER_0008,2017-09-12,2019-11-21,Transaction_21477,['Apparel'],1,3,147.23,147.23,0,19.02,166.25
133,USER_0008,2017-09-12,2019-11-21,Transaction_21478,['Nest-USA'],1,3,260.7,208.56,1,6.5,215.06
134,USER_0008,2017-09-12,2019-11-21,Transaction_21479,['Nest'],1,2,585.9,585.9,0,6.5,592.4
135,USER_0008,2017-09-12,2019-11-21,Transaction_21480,"['Apparel', 'Apparel']",2,2,37.74,33.97,1,6.5,40.47
136,USER_0008,2017-09-12,2019-11-21,Transaction_21481,"['Apparel', 'Apparel']",2,3,59.43,55.849999999999994,1,6.5,62.349999999999994
137,USER_0008,2017-09-12,2019-11-21,Transaction_21482,"['Nest-USA', 'Nest-USA', 'Nest-USA', 'Nest', 'Nest']",5,16,3017.8,2898.12,1,6.5,2904.62
138,USER_0008,2017-09-12,2019-11-21,Transaction_21483,['Nest'],1,1,208.95,208.95,0,6.5,215.45
139,USER_0008,2017-09-12,2019-11-21,Transaction_21484,"['Bags', 'Office', 'Office']",3,3,15.77,14.59,1,6.0,20.59
140,USER_0008,2017-09-12,2019-11-21,Transaction_21485,['Nest'],1,1,366.45,366.45,0,6.5,372.95
141,USER_0008,2017-09-12,2019-11-21,Transaction_21486,['Backpacks'],1,1,109.99,109.99,0,6.0,115.99
142,USER_0008,2017-09-12,2019-11-21,Transaction_21487,['Nest'],1,1,103.95,103.95,0,6.5,110.45
143,USER_0008,2017-09-12,2019-11-21,Transaction_21488,['Nest'],1,1,103.95,103.95,0,6.5,110.45
144,USER_0008,2017-09-12,2019-11-21,Transaction_21489,['Nest-USA'],1,1,163.9,131.12,1,6.5,137.62
145,USER_0008,2017-09-12,2019-11-21,Transaction_21490,['Nest-USA'],1,5,434.5,434.5,0,6.5,441.0
146,USER_0008,2017-09-12,2019-11-21,Transaction_21491,['Nest-USA'],1,2,261.8,261.8,0,6.5,268.3
147,USER_0008,2017-09-12,2019-11-21,Transaction_21492,['Nest-USA'],1,1,163.9,163.9,0,6.5,170.4
148,USER_0008,2017-09-12,2019-11-21,Transaction_21493,['Bags'],1,2,132.14,132.14,0,24.49,156.63
149,USER_0008,2017-09-12,2019-11-21,Transaction_21494,"['Nest-USA', 'Nest']",2,2,497.35,424.06000000000006,1,12.99,437.05000000000007
150,USER_0008,2017-09-12,2019-11-21,Transaction_21495,"['Nest-USA', 'Nest']",2,2,190.85000000000002,190.85000000000002,0,6.5,197.35000000000002
151,USER_0008,2017-09-12,2019-11-21,Transaction_21496,['Nest-USA'],1,1,130.9,130.9,0,12.99,143.89000000000001
152,USER_0008,2017-09-12,2019-11-21,Transaction_21497,"['Apparel', 'Apparel', 'Apparel', 'Waze']",4,4,49.29,49.29,0,6.5,55.79
153,USER_0009,2017-03-14,2019-07-13,Transaction_12340,['Apparel'],1,1,8.97,8.97,0,6.0,14.97
154,USER_0009,2017-03-14,2019-07-13,Transaction_12341,"['Nest-USA', 'Nest-USA']",2,5,654.5,654.5,0,6.0,660.5
155,USER_0009,2017-03-14,2019-07-13,Transaction_12342,"['Apparel', 'Apparel', 'Apparel', 'Apparel']",4,4,44.83,43.18,1,6.0,49.18
156,USER_0009,2017-03-14,2019-07-13,Transaction_12343,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
157,USER_0009,2017-03-14,2019-07-13,Transaction_12344,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
158,USER_0009,2017-03-14,2019-07-13,Transaction_12345,['Nest-USA'],1,2,173.8,156.42,1,6.0,162.42
159,USER_0009,2017-03-14,2019-07-13,Transaction_12346,['Office'],1,90,474.21,474.21,0,21.92,496.13
160,USER_0009,2017-03-14,2019-07-13,Transaction_12347,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
161,USER_0009,2017-03-14,2019-07-13,Transaction_12348,"['Nest-USA', 'Nest-USA', 'Nest-USA']",3,3,425.70000000000005,412.61,1,19.99,432.6
162,USER_0009,2017-03-14,2019-07-13,Transaction_12349,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
163,USER_0009,2017-03-14,2019-07-13,Transaction_12350,['Nest-USA'],1,5,654.5,589.05,1,6.0,595.05
164,USER_0009,2017-03-14,2019-07-14,Transaction_12351,"['Notebooks & Journals', 'Notebooks & Journals']",2,2,31.5,29.77,1,6.0,35.769999999999996
165,USER_0009,2017-03-14,2019-07-14,Transaction_12352,"['Apparel', 'Apparel']",2,2,77.6,77.6,0,6.0,83.6
166,USER_0009,2017-03-14,2019-07-14,Transaction_12353,['Notebooks & Journals'],1,4,20.16,18.14,1,6.0,24.14
167,USER_0009,2017-03-14,2019-07-14,Transaction_12354,['Nest-USA'],1,1,130.9,130.9,0,12.99,143.89000000000001
168,USER_0009,2017-03-14,2019-07-14,Transaction_12355,['Gift Cards'],1,2,52.5,52.5,0,0.0,52.5
169,USER_0009,2017-03-14,2019-07-14,Transaction_12356,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
170,USER_0009,2017-03-14,2019-07-14,Transaction_12357,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
171,USER_0009,2017-03-14,2019-07-14,Transaction_12358,['Apparel'],1,1,52.85,52.85,0,6.0,58.85
172,USER_0009,2017-03-14,2019-07-14,Transaction_12359,"['Apparel', 'Bags']",2,2,31.12,29.800000000000004,1,6.0,35.800000000000004
173,USER_0009,2017-03-14,2019-07-14,Transaction_12360,"['Apparel', 'Nest-USA', 'Nest-USA']",3,6,456.85,414.28,1,6.0,420.28
174,USER_0009,2017-03-14,2019-07-14,Transaction_12361,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
175,USER_0009,2017-03-14,2019-07-14,Transaction_12362,"['Apparel', 'Apparel', 'Lifestyle']",3,3,59.94,58.849999999999994,1,6.0,64.85
176,USER_0009,2017-03-14,2019-07-14,Transaction_12363,['Apparel'],1,1,10.37,10.37,0,6.0,16.369999999999997
177,USER_0009,2017-03-14,2019-08-24,Transaction_15466,['Apparel'],1,1,37.75,37.75,0,12.99,50.74
178,USER_0009,2017-03-14,2019-08-24,Transaction_15467,"['Backpacks', 'Bags']",2,4,455.96,455.96,0,19.99,475.95
179,USER_0009,2017-03-14,2019-08-24,Transaction_15468,['Waze'],1,1,8.25,8.25,0,6.0,14.25
180,USER_0009,2017-03-14,2019-08-24,Transaction_15469,"['Drinkware', 'Waze']",2,3,18.14,18.14,0,6.0,24.14
181,USER_0009,2017-03-14,2019-08-24,Transaction_15470,"['Apparel', 'Apparel', 'Apparel']",3,5,35.39,35.39,0,6.0,41.39
182,USER_0009,2017-03-14,2019-08-24,Transaction_15471,['Apparel'],1,1,16.04,16.04,0,6.0,22.04
183,USER_0009,2017-03-14,2019-08-24,Transaction_15472,['Apparel'],1,1,16.04,16.04,0,6.5,22.54
184,USER_0009,2017-03-14,2019-08-24,Transaction_15473,"['Apparel', 'Apparel', 'Apparel']",3,3,18.78,17.18,1,6.5,23.68
185,USER_0009,2017-03-14,2019-08-24,Transaction_15474,"['Apparel', 'Apparel', 'Apparel', 'Office', 'Apparel', 'Apparel']",6,9,95.12,90.50999999999999,1,19.99,110.49999999999999
186,USER_0009,2017-03-14,2019-08-24,Transaction_15475,"['Apparel', 'Apparel', 'Nest-USA']",3,4,277.84000000000003,223.4,1,6.0,229.4
187,USER_0009,2017-03-14,2019-08-24,Transaction_15476,['Apparel'],1,1,20.05,20.05,0,6.0,26.05
188,USER_0009,2017-03-14,2019-08-24,Transaction_15477,['Notebooks & Journals'],1,1,12.59,10.07,1,6.0,16.07
189,USER_0009,2017-03-14,2019-08-24,Transaction_15478,['Apparel'],1,1,52.85,52.85,0,6.0,58.85
190,USER_0009,2017-03-14,2019-08-24,Transaction_15479,"['Apparel', 'Notebooks & Journals', 'Drinkware', 'Office', 'Notebooks & Journals']",5,8,51.559999999999995,43.76,1,6.0,49.76
191,USER_0009,2017-03-14,2019-09-23,Transaction_17408,['Apparel'],1,1,13.86,9.7,1,6.0,15.7
192,USER_0010,2016-10-25,2019-07-28,Transaction_13365,['Apparel'],1,2,44.82,40.34,1,6.0,46.34
193,USER_0010,2016-10-25,2019-07-28,Transaction_13366,['Office'],1,4,8.76,7.88,1,6.0,13.879999999999999
194,USER_0010,2016-10-25,2019-03-27,Transaction_5449,['Apparel'],1,1,49.55,34.68,1,6.5,41.18
195,USER_0010,2016-10-25,2019-03-27,Transaction_5450,"['Apparel', 'Apparel', 'Drinkware', 'Drinkware']",4,4,80.2,67.17999999999999,1,15.75,82.92999999999999
196,USER_0010,2016-10-25,2019-03-27,Transaction_5451,"['Nest-USA', 'Nest-USA']",2,3,337.70000000000005,337.70000000000005,0,6.5,344.20000000000005
197,USER_0010,2016-10-25,2019-03-27,Transaction_5452,['Nest-USA'],1,1,130.9,91.63,1,6.5,98.13
198,USER_0011,2017-04-18,2019-09-08,Transaction_16489,['Nest-USA'],1,1,86.9,86.9,0,6.0,92.9
