CustomerID,구매건수,평균구매간격,구매발생일수,Recency,총구매수량,구입상품_평균가격,총지출액,최대지출_카테고리,구매제품_종류
USER_0179,5,,1,66,9,77.841429,842.89,Nest-USA,5
USER_0180,37,69.5000,3,52,234,58.909167,5588.5,Nest-USA,45
USER_0181,8,129.0000,2,95,42,79.116,2103.55,Nest-USA,15
USER_0182,3,,1,336,17,8.586667,213.36,Drinkware,3
USER_0183,28,,1,332,158,42.51,4567.33,Nest-USA,49
USER_0184,6,56.0000,2,202,82,64.65375,1774.49,Apparel,8
USER_0185,4,,1,178,16,21.428333,167.75,Nest-USA,6
USER_0186,1,,1,173,1,9.99,9.99,Headgear,1
USER_0187,16,,1,292,226,23.882,2046.06,Nest-USA,53
USER_0188,5,,1,188,12,44.363636,607.0,Nest-USA,11
USER_0189,4,,1,307,39,10.418182,170.83,Apparel,10
USER_0190,26,175.5000,3,14,175,52.734773,3048.79,Nest-USA,33
USER_0191,17,,1,117,556,26.0565,3056.33,Office,32
USER_0192,3,,1,66,15,28.11,221.17,Nest-USA,7
USER_0193,60,34.3750,9,5,298,67.405922,10409.81,Nest-USA,63
USER_0194,1,,1,117,11,18.661111,179.95,Apparel,9
USER_0195,7,1.0000,2,350,27,69.687857,1435.23,Nest-USA,12
USER_0196,1,,1,82,1,1.0,1.0,Office,1
USER_0197,68,79.7500,5,4,266,46.642971,8509.75,Nest-USA,97
USER_0198,4,,1,269,148,18.512857,1519.96,Apparel,13
USER_0199,24,32.5714,8,52,409,33.698333,4112.0,Nest-USA,45
USER_0200,117,40.6000,6,123,1137,40.920192,19576.4,Nest-USA,147
USER_0201,6,,1,161,9,112.855714,1027.99,Nest-USA,4
USER_0202,176,16.0000,20,21,927,52.116448,27199.61,Nest-USA,178
USER_0203,9,64.2500,5,93,34,56.785385,1329.28,Nest-USA,13
USER_0204,4,,1,208,8,39.562857,280.93,Nest-USA,7
USER_0205,65,55.6667,7,20,612,52.90028,11879.72,Nest-USA,101
USER_0206,4,74.5000,3,154,26,45.394,364.56,Nest-USA,5
USER_0207,18,55.0000,2,159,280,33.2525,2915.43,Nest-USA,45
USER_0208,14,2.0000,2,59,25,86.104286,2364.19,Nest,18
USER_0209,54,35.8571,8,8,169,54.304839,8497.24,Nest-USA,58
USER_0210,1,,1,179,1,119.0,119.0,Nest-USA,1
USER_0211,10,21.0000,2,119,149,42.483913,2554.54,Nest-USA,22
USER_0212,3,,1,348,253,5.135,460.98,Office,10
USER_0213,8,,1,22,52,37.416,959.95,Nest-USA,14
USER_0214,29,52.8000,6,8,2494,48.635323,20537.74,Office,43
USER_0215,2,116.0000,2,153,9,67.195,242.12,Apparel,2
USER_0216,12,133.5000,3,76,89,43.261471,2001.12,Nest-USA,29
USER_0217,30,1.0000,2,205,76,51.310656,4320.82,Nest-USA,46
USER_0218,18,70.5000,3,137,73,48.23,2224.09,Nest-USA,29
USER_0219,3,,1,257,3,72.993333,218.98,Nest-USA,3
USER_0220,33,,1,10,78,115.745417,7423.92,Nest-USA,24
USER_0221,7,1.0000,2,340,21,71.562857,1468.99,Nest-USA,10
USER_0222,4,,1,269,36,20.255625,413.53,Apparel,16
USER_0223,16,10.0000,3,22,112,77.496875,3194.9,Nest-USA,27
USER_0224,1,,1,137,3,10.663333,31.99,Drinkware,3
USER_0225,1,,1,336,1,16.5,16.5,Bags,1
USER_0226,78,52.5000,5,37,186,101.508769,17809.85,Nest-USA,47
USER_0227,38,91.5000,3,115,164,57.483175,5652.58,Nest-USA,41
USER_0228,16,,1,75,67,69.095789,3252.19,Bags,16
USER_0229,2,,1,38,9,55.9675,465.33,Nest,8
USER_0230,25,15.0000,2,132,111,48.2035,3367.76,Nest-USA,29
USER_0231,5,,1,171,17,37.956923,809.44,Nest-USA,13
USER_0232,36,,1,67,753,31.163553,4892.71,Nest-USA,54
USER_0233,15,,1,284,151,68.685652,3603.51,Nest-USA,12
USER_0234,124,85.3333,4,49,794,55.485868,21689.27,Nest-USA,136
USER_0235,14,,1,221,37,39.979375,1797.09,Nest-USA,29
USER_0236,11,,1,147,48,67.7635,1862.02,Nest-USA,16
USER_0237,10,,1,153,117,20.072973,1064.14,Apparel,34
USER_0238,39,82.5000,3,69,132,54.008571,5469.49,Nest-USA,59
USER_0239,14,51.8000,6,19,32,68.15625,1905.12,Nest-USA,13
USER_0240,13,,1,12,97,55.828462,2197.99,Nest-USA,22
USER_0241,10,61.5000,3,111,26,14.314762,343.87,Apparel,21
USER_0242,1,,1,225,2,21.87,43.74,Apparel,2
USER_0243,19,,1,208,136,46.681429,2318.21,Nest-USA,33
USER_0244,5,75.0000,2,159,52,10.940833,449.86,Apparel,11
USER_0245,42,121.5000,3,12,396,77.833647,9669.9,Nest,49
USER_0246,8,1.0000,2,148,21,61.74,1299.1,Nest-USA,14
USER_0247,4,,1,215,35,68.116,477.29,Nest-USA,5
USER_0248,15,,1,262,49,64.130952,1413.67,Nest-USA,15
USER_0249,18,16.0000,2,110,65,40.52775,2061.69,Nest-USA,38
USER_0250,5,,1,166,122,8.8825,427.61,Lifestyle,14
USER_0251,4,,1,361,12,113.236667,1281.9,Nest-USA,4
USER_0252,18,,1,105,175,33.922564,2531.7,Nest-USA,30
USER_0253,1,,1,203,3,15.39,46.17,Apparel,1
USER_0254,26,29.8000,6,131,1141,50.480217,16574.14,Notebooks & Journals,37
USER_0255,17,93.0000,2,228,224,53.416071,2902.24,Nest-USA,20
USER_0256,1,,1,269,1,79.0,79.0,Nest-USA,1
USER_0257,39,53.0000,3,47,220,60.668718,8257.6,Nest-USA,52
USER_0258,6,36.0000,2,93,18,53.823571,759.89,Nest-USA,12
USER_0259,5,126.0000,2,210,71,39.784545,744.84,Nest-USA,10
USER_0260,3,,1,170,29,18.164762,653.66,Nest-USA,20
USER_0261,3,,1,346,7,43.94,465.24,Nest-USA,5
USER_0262,22,,1,9,51,86.915588,4333.01,Nest-USA,21
USER_0263,12,15.0000,3,70,138,38.82069,2141.61,Nest-USA,25
USER_0264,3,,1,169,21,16.031176,409.9,Nest-USA,17
USER_0265,8,,1,202,47,48.648571,1181.77,Nest-USA,13
USER_0266,42,29.7500,5,168,277,43.714184,6227.05,Nest-USA,68
USER_0267,7,190.0000,2,35,103,67.616,2008.38,Nest-USA,8
USER_0268,8,,1,257,28,24.333333,731.94,Nest-USA,18
USER_0269,10,,1,49,41,91.444706,2353.71,Nest-USA,14
USER_0270,5,51.5000,3,177,10,50.931111,577.38,Nest-USA,9
USER_0271,7,,1,45,50,92.723077,1339.02,Nest,9
USER_0272,1,,1,157,35,3.99,139.65,Office,1
USER_0273,11,87.0000,2,177,25,61.954211,1603.7,Nest-USA,16
USER_0274,23,33.5000,3,268,129,45.984091,3074.76,Nest-USA,35
USER_0275,15,,1,124,199,33.000857,3194.06,Nest-USA,32
USER_0276,10,,1,16,20,66.708125,1204.31,Nest-USA,13
USER_0277,10,43.0000,2,35,26,91.18875,2366.15,Nest-USA,14
USER_0278,4,,1,167,10,27.99,521.92,Nest-USA,8
USER_0279,9,,1,336,57,52.322353,1338.56,Nest-USA,16
USER_0280,3,,1,66,8,33.56,281.95,Nest-USA,6
USER_0281,42,33.0000,11,33,1040,52.608718,7423.24,Nest-USA,56
USER_0282,24,70.5000,3,207,96,54.316531,3672.73,Nest-USA,36
USER_0283,12,56.0000,2,152,101,14.424688,804.3,Apparel,30
USER_0284,22,69.0000,3,225,240,44.347778,2298.16,Nest-USA,30
USER_0285,13,,1,143,53,29.117708,1564.21,Nest-Canada,43
USER_0286,19,152.0000,2,119,93,56.406667,3009.35,Nest-USA,25
USER_0287,29,26.0000,5,105,198,23.067126,3433.53,Nest-USA,64
USER_0288,38,55.6667,7,20,1153,49.772532,8915.0,Nest-USA,63
USER_0289,3,12.0000,2,126,83,15.689231,528.68,Apparel,13
USER_0290,1,,1,291,1,2.8,2.8,Lifestyle,1
USER_0291,3,,1,173,14,23.176364,262.91,Apparel,11
USER_0292,76,68.5000,5,12,719,48.826711,11318.88,Nest-USA,100
USER_0293,22,64.2000,6,20,144,61.174524,3988.18,Nest-USA,33
USER_0294,10,,1,26,24,47.564444,1110.97,Nest-USA,15
USER_0295,12,40.0000,3,210,40,44.471154,1894.55,Nest-USA,25
USER_0296,11,18.0000,2,194,142,29.435185,1431.18,Nest-USA,27
USER_0297,8,,1,301,24,66.775,907.82,Nest-USA,9
USER_0298,1,,1,97,13,23.4425,116.27,Apparel,4
USER_0299,21,144.5000,3,30,106,72.285172,3335.76,Nest-USA,20
USER_0300,20,233.0000,2,101,69,105.325161,3764.7,Nest,22
USER_0301,12,,1,270,36,45.110333,1565.67,Nest-USA,27
USER_0302,1,,1,115,6,6.312,41.95,Drinkware,5
USER_0303,4,,1,269,199,49.378,6470.26,Apparel,15
USER_0304,23,29.4000,6,48,246,35.525,3487.87,Nest-USA,38
USER_0305,1,,1,45,3,5.856667,17.57,Drinkware,3
USER_0306,8,,1,13,12,93.070909,1145.08,Nest-USA,8
USER_0307,3,,1,77,5,190.5475,1041.19,Nest,4
USER_0308,3,,1,45,40,28.28125,286.97,Nest,7
USER_0309,40,114.0000,2,174,205,53.491463,6967.63,Nest-USA,57
USER_0310,8,,1,143,15,64.067692,957.58,Nest-USA,11
USER_0311,10,,1,286,134,36.155417,1564.09,Nest-USA,21
USER_0312,15,110.6667,4,18,226,34.102059,1983.21,Nest-USA,30
USER_0313,5,,1,305,9,53.504444,481.54,Nest-USA,8
USER_0314,5,,1,13,15,69.624,898.59,Nest,9
USER_0315,16,1.0000,2,3,35,83.809167,2849.45,Nest-USA,21
USER_0316,12,1.0000,2,147,171,26.13,1788.43,Nest-USA,29
USER_0317,17,40.2500,5,119,32,40.284667,1476.54,Nest-USA,27
USER_0318,13,,1,30,23,110.782105,2783.72,Nest,15
USER_0319,3,,1,26,4,80.523333,362.87,Nest-USA,3
USER_0320,4,,1,212,133,28.4,1068.84,Nest-USA,15
USER_0321,6,,1,126,31,37.883333,562.34,Nest-USA,9
USER_0322,12,20.5000,3,35,232,49.8025,1871.68,Nest-USA,15
USER_0323,14,,1,190,62,49.067,1873.21,Nest-USA,17
USER_0324,5,142.0000,2,22,14,112.71,1083.51,Nest-USA,7
USER_0325,9,,1,117,208,14.107105,1073.05,Drinkware,27
USER_0326,6,1.0000,2,269,59,25.175333,486.07,Nest-USA,15
USER_0327,5,,1,303,20,19.878889,401.8,Apparel,18
USER_0328,9,,1,154,68,28.593226,1383.23,Apparel,29
USER_0329,32,1.0000,2,86,113,57.483226,4186.96,Nest-USA,45
USER_0330,31,112.5000,3,13,113,50.358689,4401.14,Nest-USA,46
USER_0331,3,5.0000,2,135,8,34.96,216.14,Nest-USA,6
USER_0332,44,7.5000,3,152,299,43.712088,5989.11,Nest-USA,66
USER_0333,1,,1,105,10,4.2925,36.35,Lifestyle,4
USER_0334,37,49.8571,8,12,152,39.339135,5465.3,Nest-USA,82
USER_0335,14,1.0000,2,117,110,32.133077,1283.58,Nest-USA,23
USER_0336,1,,1,70,2,119.0,238.0,Nest-USA,1
USER_0337,7,,1,363,16,65.876,1277.71,Nest-USA,9
USER_0338,23,,1,42,272,85.074688,4036.45,Nest-USA,17
USER_0339,19,,1,41,471,50.277742,2595.13,Nest-USA,22
USER_0340,48,49.0000,5,153,272,38.8212,6904.99,Nest-USA,72
USER_0341,30,1.0000,2,9,50,94.46439,4732.92,Nest-USA,22
USER_0342,5,,1,20,19,52.435556,963.4,Nest-USA,7
USER_0343,42,1.0000,2,82,500,54.062188,8242.94,Nest-USA,57
USER_0344,1,,1,363,1,153.71,153.71,Nest-USA,1
USER_0345,1,,1,365,1,1.24,1.24,Lifestyle,1
USER_0346,1,,1,152,1,2.79,2.79,Lifestyle,1
USER_0347,5,,1,59,89,50.34125,962.72,Nest-USA,8
USER_0348,8,42.5000,3,202,46,53.06375,1674.43,Nest-USA,14
USER_0349,18,107.5000,3,146,60,44.724242,2027.1,Nest-USA,27
USER_0350,29,1.0000,2,155,98,39.051739,3984.48,Nest-USA,52
USER_0351,37,28.1250,9,138,206,43.173288,5142.18,Nest-USA,50
USER_0352,21,65.6667,4,88,100,51.617188,3330.01,Nest-USA,27
USER_0353,47,37.0000,10,19,80,81.630896,6817.96,Nest-USA,41
USER_0354,22,,1,118,80,64.915,3168.75,Nest-USA,25
USER_0355,4,54.5000,3,24,6,46.78,280.68,Nest-USA,6
USER_0356,2,,1,284,29,14.562857,359.32,Notebooks & Journals,7
USER_0357,5,,1,245,8,46.905714,361.93,Apparel,7
USER_0358,67,42.3333,7,82,348,52.020407,9735.58,Nest-USA,90
USER_0359,23,,1,14,60,67.090606,3227.58,Nest-USA,24
USER_0360,11,199.0000,2,26,48,38.953182,1202.76,Nest,21
USER_0361,4,,1,281,12,114.141429,1264.98,Nest-USA,7
USER_0362,31,1.0000,2,71,85,104.211698,8189.92,Nest-USA,25
USER_0363,2,,1,171,10,13.461111,123.54,Apparel,9
USER_0364,15,68.0000,2,13,150,97.10125,3004.67,Nest-USA,17
USER_0365,9,,1,19,12,66.692727,854.92,Nest-USA,10
USER_0366,1,,1,203,1,16.99,16.99,Apparel,1
USER_0367,2,,1,319,3,82.495,313.99,Nest-USA,2
USER_0368,5,,1,63,120,42.938889,1103.88,Nest-USA,5
USER_0369,35,1.0000,2,324,185,72.800769,6430.07,Nest-USA,31
USER_0370,18,88.6667,4,13,562,30.360545,6915.38,Office,48
USER_0371,8,,1,213,210,12.173571,1192.66,Nest-USA,27
USER_0372,1,,1,269,15,3.19,47.85,Office,1
USER_0373,24,34.5714,8,22,144,71.074545,2905.25,Nest-USA,20
USER_0374,16,1.0000,2,109,72,63.069643,2369.12,Nest-USA,23
USER_0375,18,14.0000,2,119,84,82.506897,3409.24,Nest-USA,19
USER_0376,40,152.0000,2,35,729,80.346901,12112.3,Nest-USA,37
USER_0377,16,,1,12,33,100.102174,3250.28,Nest-USA,12
USER_0378,3,,1,17,7,50.551429,353.86,Nest-USA,7
USER_0379,10,,1,193,81,35.064444,931.05,Nest-USA,17
USER_0380,5,,1,284,27,111.165,1162.8,Nest-USA,4
USER_0381,7,,1,28,25,61.443846,2042.1,Nest-USA,10
USER_0382,1,,1,109,10,3.5,35.0,Lifestyle,1
USER_0383,8,143.0000,2,59,141,60.46,1470.25,Nest-USA,11
USER_0384,6,,1,19,11,74.892,751.47,Nest-USA,8
USER_0385,2,,1,108,122,3.633333,318.61,Lifestyle,12
USER_0386,8,,1,75,22,45.269091,666.76,Nest-USA,10
USER_0387,14,1.0000,2,5,131,87.1304,3110.21,Nest-USA,16
USER_0388,3,,1,171,27,15.878571,320.91,Notebooks & Journals,7
USER_0389,2,22.0000,2,88,157,13.323333,2656.43,Apparel,3
USER_0390,10,6.0000,2,20,14,102.366154,1411.28,Nest-USA,11
USER_0391,9,23.0000,2,326,17,62.986667,888.86,Nest-USA,10
USER_0392,2,,1,224,3,47.606667,142.82,Nest-USA,3
USER_0393,1,,1,172,1,7.2,7.2,Apparel,1
USER_0394,4,,1,337,5,92.894,464.47,Nest-USA,3
USER_0395,7,,1,236,30,46.463125,1007.81,Nest-USA,15
USER_0396,16,94.0000,4,6,371,41.504286,3918.72,Nest-USA,31
